1. Qual o seu nivel de formacao?;2. Qual o seu ano de ingresso?;3. A qual programa esta vinculado?;como voce avalia a qualidade das aulas e do material utilizado?  [Qualidade das aulas];Como voce avalia a qualidade das aulas e do material utilizado?  [Material didatico utilizado nas disciplinas];Como voce avalia a qualidade das aulas e do material utilizado?  [Acervo disponivel para consulta];Como voce avalia a  infraestrutura do programa?  [Infraestrutura geral];Como voce avalia a  infraestrutura do programa?  [Laboratorios de pesquisa/Salas de estudo];Como voce avalia a  infraestrutura do programa?  [Insumos para pesquisa];Como voce avalia o relacionamento entre voce e: [os colegas];Como voce avalia o relacionamento entre voce e: [a comissao orientadora];Como voce avalia o relacionamento entre voce e: [a comissao coordenadora];Como voce avalia o relacionamento entre voce e: [a secretaria do programa];Como voce avalia a gestao do programa? [Processo de gestao/Administrativo do Programa];Como voce avalia a gestao do programa? [Organizacao do Programa];Como voce avalia o seu conhecimento acerca: [do seu papel enquanto aluno];Como voce avalia o seu conhecimento acerca: [do Regimento Interno do Programa];Como voce avalia o seu conhecimento acerca: [do Regimento Geral da Pos-Graduacao];Como voce avalia o seu conhecimento acerca: [das normas da Capes];Como voce avalia o seu conhecimento acerca: [do processo de avaliacao da Capes];Em relacao ao seu PROJETO DE PESQUISA, voce esta:;Em relacao a sua PRODUcaO CIENTiFICA, voce esta:;Voce acredita que sua pesquisa possui relevancia e pertinencia social?;Voce acredita que sua pesquisa possui relevancia e pertinencia economica?;Voce acredita que sua pesquisa possui relevancia e pertinencia ambiental?;Voce acredita que sua pesquisa promove avanco cientifico?;O seu Programa possui visao, missao e objetivos claros?;Voce acredita que sua pesquisa esta alinhada com o objetivo e missao de seu Programa?;Quais sao os principais atores que podem ser impactados por sua pesquisa e producao cientifica dela decorrente? (Marque todas que se aplicam).;Voce recebe bolsa de pos-graduacao?;Para a realizacao de seu projeto de pesquisa houve algum tipo de captacao de recurso externo (exceto bolsa)? ;Producao de inovacao tecnologica e uma prioridade em seu programa de pos-graduacao?;Voce acredita que sua linha de pesquisa se destaca pela producao de inovacao tecnologica?;Voce ja depositou alguma patente proveniente de sua pesquisa, ou possui isso como um dos objetivos de seu projeto de pesquisa?;Producao de tecnologias de APLICAcaO SOCIAL e uma prioridade em seu programa de pos-graduacao?;Alguma tecnologia de aplicacao social ja foi criada como resultado de sua pesquisa, ou possui isso como um dos objetivos de seu projeto de pesquisa?;Voce ja apresentou algum resultado de sua pesquisa em algum evento voltado para a COMUNIDADE, ou pretende apresentar?;Voce ja apresentou algum resultado de sua pesquisa em algum evento CIENTiFICO, ou pretende apresentar?;Sua pesquisa podera gerar solucoes para os problemas que a sociedade enfrenta ou vira a enfrentar?;Qual o nivel de internacionalizacao do seu programa?;No momento, ha interesse por parte do seu Programa de Pos-Graduacao em iniciar um processo de Internacionalizacao?;Voce se sente preparado para a internacionalizacao do seu Programa de Pos-Graduacao? ;Voce entende que o seu Programa de Pos-Graduacao esta preparado para a internacionalizacao?;Seu projeto de pesquisa possui parcerias com instituicoes internacionais de pesquisa ou ensino?;Qual o seu nivel de proficiencia em lingua inglesa?;Gostaria de adicionar algum comentario referente seu Programa de Pos-Graduacao?;Gostaria de adicionar algum comentario referente a Pro-Reitoria de Pesquisa e Pos-Graduacao?
Doutorado em andamento;2017;Multicentrico em Quimica de Minas Gerais;4;4;4;3;4;4;4;4;4;4;3;3;5;5;4;3;3;5;5;4;5;5;5;1;5;Sociedade, Empresas, Outros Pesquisadores;1 - Capes;1, junto a agencias de fomento governamentais;0;;;0;;0;1, em um evento nacional;3;5;;5;5;0;4;;
Mestrado em andamento;2019;Multicentrico em Quimica de Minas Gerais;4;4;3;4;5;4;4;5;4;4;4;4;4;4;4;3;3;4;3;3;4;4;4;1;4;Sociedade, Outros Pesquisadores;1 - Capes;0;1;1;0;1;0;0;1, em um evento regional;4;1;;5;3;0;3;;
Doutorado em andamento;2021;Multicentrico em Quimica de Minas Gerais;3;4;4;5;5;5;4;5;5;5;4;5;4;5;4;5;5;5;4;5;5;5;5;1;5;Sociedade, Empresas, Outros Pesquisadores;0;0;1;1;1;1;0;1, em um evento local;1, em um evento local;5;3;;3;4;1;3;otima organizacao;otimo atendimento, estao sempre presentes
Doutorado em andamento;2021;Multicentrico em Quimica de Minas Gerais;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;3;3;3;3;3;3;1;3;Sociedade;0;0;1;1;0;1;0;1, em um evento nacional;1, em um evento nacional;5;1;;2;2;0;3;;
Doutorado em andamento;2021;Multicentrico em Quimica de Minas Gerais;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;3;3;3;3;3;3;0;;Sociedade;0;0;1;1;0;1;0;1, em um evento nacional;1, em um evento nacional;5;1;;5;5;0;4;;
Mestrado em andamento;2020;Multicentrico em Quimica de Minas Gerais;2;2;1;3;2;3;4;3;3;0;3;3;4;4;4;0;0;1;1;2;2;2;2;0;;Outros Pesquisadores, O proprio grupo de pesquisa;0;0;0;;;0;;0;0;2;1;;1;1;0;3;O programa deveria criar e exigir a aplicacao do filtro necessario para que os projetos aprovados fossem apenas aqueles que sao capazes de trazer beneficios para a sociedade como um todo, e 0 apenas para gerar números para o programa/grupos de pesquisa...;
Mestrado em andamento;2019;Patrimonio Cultural, Paisagens e Cidadania;3;3;3;4;4;4;2;3;3;3;1;1;2;2;2;2;2;4;3;5;3;2;5;1;5;Sociedade, Outros Pesquisadores, Agencias Governamentais;0;0;0;;;1;1;1, em um evento local;1, em um evento nacional;5;0;0;;;1;3;;
Mestrado em andamento;2019;Patrimonio Cultural, Paisagens e Cidadania;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;1;5;Sociedade, Outros Pesquisadores;0;0;1;1;0;1;0;0;0;5;5;;5;5;0;3;;
Mestrado em andamento;2021;Patrimonio Cultural, Paisagens e Cidadania;5;5;0;0;0;0;0;5;5;5;5;5;5;5;5;5;4;5;4;5;5;5;5;1;5;Sociedade, Outros Pesquisadores, Agencias Governamentais;0;0;0;;;1;0;0;1, em um evento local;5;2;;5;5;0;5;;
Mestrado em andamento;2021;Patrimonio Cultural, Paisagens e Cidadania;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;4;4;5;5;5;5;5;5;1;5;Sociedade, Outros Pesquisadores, Agencias Governamentais;0;0;1;1;0;1;0;0;0;5;3;;4;5;0;1;Excelente programa!;Excelente Pro Reitoria,  nos oferece todo suporte.
Mestrado em andamento;2021;Patrimonio Cultural, Paisagens e Cidadania;5;5;5;0;0;0;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;1;5;Sociedade, Outros Pesquisadores;0;0;0;;;0;;0;0;5;2;;4;4;0;3;;
Mestrado em andamento;2020;Patrimonio Cultural, Paisagens e Cidadania;4;4;4;4;4;4;4;4;4;4;3;3;4;4;4;2;2;4;4;5;5;5;5;1;5;Sociedade, Outros Pesquisadores, Agencias Governamentais;0;0;0;;;1;1;1, em um evento local;1, em um evento local;4;0;1;3;3;0;1;;
Mestrado em andamento;2021;Patrimonio Cultural, Paisagens e Cidadania;5;5;4;5;0;0;5;5;5;5;5;5;4;4;4;0;0;5;3;5;5;4;5;0;;Sociedade, Outros Pesquisadores;0;0;0;;;0;;1, em um evento local;1, em um evento local;4;2;;3;3;0;3;Estou no inicio, mas ja gostei muito do que vi ate aqui.;Eu sugeriria uma atualizacao no sistema de coleta dos dados dos candidatos. Achei-o um pouco confuso. Mas entendo que o momento e delicado e isso talvez 0 esteja no topo da lista de prioridades.
Mestrado em andamento;2021;Patrimonio Cultural, Paisagens e Cidadania;5;5;5;5;0;5;5;5;5;5;5;5;5;5;4;4;4;5;5;5;3;4;5;1;5;Sociedade;0;0;1;1;1;0;;1, em um evento local;1, em um evento local;3;3;;5;5;0;2;;
Mestrado em andamento;2020;Patrimonio Cultural, Paisagens e Cidadania;5;5;5;5;5;5;5;5;5;5;5;5;5;4;4;4;4;5;4;5;5;5;5;1;4;Sociedade, Agencias Governamentais;0;0;0;;;1;0;1, em um evento nacional;1, em um evento nacional;5;2;;4;4;0;3;;
Mestrado em andamento;2020;Patrimonio Cultural, Paisagens e Cidadania;5;5;0;5;5;0;5;5;5;5;5;5;5;5;4;4;4;5;5;5;5;5;5;1;5;Sociedade;0;0;1;1;0;1;0;1, em um evento local;0;5;3;;1;3;0;3;;
Mestrado em andamento;2021;Patrimonio Cultural, Paisagens e Cidadania;5;5;4;4;0;4;4;5;5;5;4;4;5;4;4;3;3;5;4;4;3;4;4;1;4;Sociedade, Outros Pesquisadores, Agencias Governamentais;0;0;1;1;0;1;1;0;0;4;3;;4;4;0;2;;
Mestrado em andamento;2021;Patrimonio Cultural, Paisagens e Cidadania;5;5;5;5;0;0;5;5;5;5;5;5;5;5;4;3;3;5;4;5;4;4;5;1;5;Sociedade, Outros Pesquisadores, Agencias Governamentais;0;0;0;;;1;0;1, em um evento regional;1, em um evento local;5;4;;5;5;0;4;;
Mestrado em andamento;2020;Patrimonio Cultural, Paisagens e Cidadania;4;5;5;4;0;0;5;5;4;4;5;5;4;4;3;2;2;5;3;3;3;2;4;1;4;Sociedade, Outros Pesquisadores, Agencias Governamentais;0;0;1;1;0;1;0;0;1, em um evento internacional;3;3;;5;5;1;5;;
Mestrado em andamento;2020;Patrimonio Cultural, Paisagens e Cidadania;4;3;0;4;0;0;4;4;4;4;4;4;4;4;4;4;0;4;3;5;4;3;4;0;;Sociedade, Outros Pesquisadores, comunidade academica;0;0;0;;;1;0;0;0;4;2;;4;4;0;3;;
Mestrado em andamento;2020;Patrimonio Cultural, Paisagens e Cidadania;5;5;3;5;5;3;5;5;5;4;4;4;5;4;4;4;4;5;4;5;3;3;5;1;5;Sociedade, Outros Pesquisadores, Agencias Governamentais, Trabalhadores pesquisados;0;0;0;;;1;0;1, em um evento regional;1, em um evento nacional;4;3;;3;4;0;4;;
Mestrado em andamento;2020;Patrimonio Cultural, Paisagens e Cidadania;5;5;4;5;0;0;4;5;5;5;5;4;4;4;4;4;4;4;4;5;4;4;5;1;5;Sociedade, Empresas, Outros Pesquisadores;0;0;0;;;1;0;1, em um evento regional;1, em um evento nacional;4;3;;3;3;0;4;;
Mestrado em andamento;2020;Patrimonio Cultural, Paisagens e Cidadania;4;4;4;4;4;2;4;4;4;4;3;3;4;3;3;3;3;5;5;5;3;4;5;1;5;Sociedade, Outros Pesquisadores;0;0;1;0;1;1;1;1, em um evento regional;1, em um evento regional;4;4;;4;4;0;3;Parabenizar pela reinvencao das aulas para adaptacao remota.;
Mestrado em andamento;2020;Patrimonio Cultural, Paisagens e Cidadania;5;4;5;5;5;5;4;5;5;4;5;4;4;4;4;3;3;4;5;5;5;5;5;1;5;Agencias Governamentais;0;0;1;0;0;0;;0;0;4;3;;3;3;0;3;;
Mestrado em andamento;2020;Patrimonio Cultural, Paisagens e Cidadania;5;5;5;5;0;0;5;5;5;5;5;5;4;4;4;3;2;4;4;5;5;5;5;1;5;Sociedade, Empresas;0;0;0;;;0;;1, em um evento local;0;5;5;;4;5;0;3;;
Mestrado em andamento;2020;Patrimonio Cultural, Paisagens e Cidadania;4;4;4;4;0;0;4;4;5;5;5;4;5;5;5;4;4;3;3;5;4;3;4;0;;Sociedade;0;0;0;;;1;1;0;0;4;0;1;3;3;0;1;;
Mestrado em andamento;2021;Patrimonio Cultural, Paisagens e Cidadania;5;5;4;4;4;4;5;5;5;5;5;5;4;4;4;3;3;4;3;4;3;2;2;1;4;Sociedade, Outros Pesquisadores;0;0;0;;;1;0;1, em um evento regional;0;3;1;;3;4;0;5;;
Mestrado em andamento;2021;Patrimonio Cultural, Paisagens e Cidadania;5;4;5;0;0;0;0;0;4;5;0;0;4;4;4;3;3;3;3;4;3;2;4;1;5;Sociedade, Outros Pesquisadores, Agencias Governamentais;0;0;0;;;1;1;1, em um evento nacional;1, em um evento nacional;5;3;;3;3;0;1; ;
Mestrado em andamento;2021;Patrimonio Cultural, Paisagens e Cidadania;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;1;5;Sociedade, Empresas, Outros Pesquisadores, Agencias Governamentais;0;0;1;0;1;1;1;1, em um evento nacional;1, em um evento regional;5;5;;5;5;1;5;;
Mestrado em andamento;2020;Patrimonio Cultural, Paisagens e Cidadania;5;5;0;0;0;0;5;5;5;5;5;5;5;4;4;3;3;4;4;5;5;5;5;1;5;Sociedade, Empresas, Outros Pesquisadores, Agencias Governamentais;0;0;1;1;0;1;1;1, em um evento regional;1, em um evento local;5;5;;3;3;0;3;;
Mestrado em andamento;2020;Patrimonio Cultural, Paisagens e Cidadania;4;4;4;4;4;2;4;4;4;4;3;3;4;3;3;2;2;4;4;5;5;5;5;1;4;Sociedade, Outros Pesquisadores, Agencias Governamentais;0;0;1;1;0;1;0;1, em um evento local;0;5;2;;2;3;0;1;;
Mestrado em andamento;2020;Patrimonio Cultural, Paisagens e Cidadania;5;4;4;0;0;0;5;5;5;5;0;0;4;3;3;0;0;5;4;5;5;5;5;1;5;Sociedade, Outros Pesquisadores, A Instituicao em que a pesquisa e realizada;0;0;0;;;1;1;Pretendo apresentar.;Pretendo apresentar.;5;1;;2;3;0;2;;
Mestrado em andamento;2020;Patrimonio Cultural, Paisagens e Cidadania;5;4;4;4;5;5;4;5;5;4;5;5;4;4;4;4;4;4;4;5;3;5;5;1;5;Sociedade, Outros Pesquisadores, Agencias Governamentais;0;0;0;;;1;0;1, em um evento local;1, em um evento local;5;3;;3;4;0;3;O programa e muito bom, professores capacitados. So penso que por ser um mestrado profissional, poderia ter mais aulas praticas e ate mesmo sobre gestao.;
Mestrado em andamento;2021;Patrimonio Cultural, Paisagens e Cidadania;5;5;5;5;0;0;5;5;5;5;5;5;5;5;5;5;4;5;5;5;3;2;4;1;5;Sociedade, Outros Pesquisadores;0;0;0;;;1;0;1, em um evento nacional;1, em um evento nacional;4;4;;4;5;0;2;;
Mestrado em andamento;2020;Quimica em Rede Nacional PROFQUI;5;5;5;5;5;0;5;5;5;5;5;5;5;5;5;5;5;4;4;5;5;5;5;1;5;Sociedade, Outros Pesquisadores;1 - Capes;0;1;1;0;1;1;1, em um evento nacional;1, em um evento nacional;5;4;;3;3;0;3;;
Mestrado em andamento;2020;Quimica em Rede Nacional PROFQUI;5;5;4;0;0;0;5;5;5;5;5;5;5;5;5;4;4;4;4;5;4;3;4;1;5;Sociedade;0;0;0;;;1;0;1, em um evento nacional;1, em um evento nacional;4;0;0;;;0;2;0;0
Mestrado em andamento;2020;Quimica em Rede Nacional PROFQUI;5;5;4;5;0;5;5;5;5;5;5;5;4;5;5;5;5;4;4;5;5;4;4;1;5;Sociedade, Outros Pesquisadores, Agencias Governamentais;0;0;1;0;0;1;0;1, em um evento local;1, em um evento local;5;4;;2;4;0;2;;
Mestrado em andamento;2020;Quimica em Rede Nacional PROFQUI;5;5;5;5;0;0;5;5;5;5;5;5;5;5;4;4;4;5;4;4;4;4;4;1;5;Produtores de cafe e alunos do Ensino Medio.;0;0;1;1;0;0;;0;Pretendo apresentar em eventos diversos.;4;3;;3;4;0;3;O Programa e excelente e possui profissionais extremamente qualificados.;Obrigado pelo suporte e a oportunidade de continuar aperfeicoando meus estudos.
Mestrado em andamento;2020;Quimica em Rede Nacional PROFQUI;4;4;4;4;3;4;4;4;4;4;3;3;4;4;4;4;4;5;4;5;5;5;5;1;5;Sociedade, Outros Pesquisadores;1 - Capes;0;1;1;0;1;1;0;0;4;1;;3;3;0;1;0.;0.
Mestrado em andamento;2020;Quimica em Rede Nacional PROFQUI;4;4;4;5;0;5;5;5;5;5;5;5;5;4;4;4;4;4;4;5;5;3;5;1;5;Sociedade, Empresas, Outros Pesquisadores, Agencias Governamentais;1 - Capes;0;1;0;0;1;0;0;1, em um evento local;4;4;;1;3;0;2;;
Mestrado em andamento;2020;Quimica em Rede Nacional PROFQUI;5;5;5;3;3;3;5;5;5;5;5;5;5;5;5;5;5;4;4;3;3;4;4;1;5;Sociedade, Outros Pesquisadores;0;0;1;0;0;1;0;1, em um evento nacional;1, em um evento internacional;5;4;;3;5;0;3;;
Mestrado em andamento;2018;Quimica em Rede Nacional PROFQUI;5;3;5;4;4;0;5;5;5;5;5;5;5;5;5;5;5;4;4;5;4;3;5;1;5;Outros Pesquisadores, ensino medio;0;0;1;0;0;1;1;0;1, em um evento local;3;1;;1;1;0;2;Excelente Instituicao e professores;0
Mestrado em andamento;2018;Quimica em Rede Nacional PROFQUI;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;1;5;Sociedade, Outros Pesquisadores;0;0;1;1;0;1;1;Pretendo apresentar;Pretendo apresentar;5;3;;4;4;0;3;Excelente oportunidade para ampliar nossos horizontes;Super competente e atenciosa
Mestrado em andamento;2020;Quimica em Rede Nacional PROFQUI;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;4;4;4;4;4;5;1;5;Sociedade, Outros Pesquisadores;1 - Capes;0;1;1;0;1;1;1, em um evento local;1, em um evento local;4;3;;2;4;0;0;Estou muito satisfeita com meu programa de pos-graduacao, aulas muito bem elaboradas, professores excelentes e coordenacao muito atenciosa.;
Mestrado em andamento;2020;Quimica em Rede Nacional PROFQUI;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;1;5;Sociedade, Outros Pesquisadores;0;0;1;1;0;1;1;1, em um evento local;0;5;3;;3;3;0;3;NADA A DECLARAR;NADA A DECLARAR
Mestrado em andamento;2020;Quimica em Rede Nacional PROFQUI;5;5;5;5;0;0;5;5;5;5;5;5;5;3;3;3;3;4;4;4;4;4;4;1;5;Sociedade, Outros Pesquisadores;1 - Capes;0;1;1;0;1;1;0;1, em um evento regional;4;0;0;;;0;2;;Poderia ser oferecido curso de ingles aos estudantes da Pos-Graduacao.
Mestrado em andamento;2018;Quimica em Rede Nacional PROFQUI;4;4;4;4;4;4;4;4;4;4;3;3;4;4;4;4;4;5;5;5;4;1;5;1;5;Sociedade;1 - Capes;0;1;0;0;1;1;1, em um evento nacional;1, em um evento nacional;5;5;;5;5;0;4;Esse Programa abriu a possibilidade de realizacao de um objetivo de vida.;Desenvolvimento de um trabalho de excelencia.
Mestrado em andamento;2018;Quimica em Rede Nacional PROFQUI;5;5;0;5;5;5;5;5;5;5;5;5;5;5;4;4;4;5;4;5;4;4;5;1;5;Sociedade, Outros Pesquisadores;Ja recebi ate agosto de 2020 - Capes;0;0;;;1;0;1, em um evento local;1, em um evento nacional;5;4;;4;4;0;2;;
Mestrado em andamento;2020;Quimica em Rede Nacional PROFQUI;4;5;2;5;3;3;5;3;5;5;5;4;4;5;5;3;4;3;2;4;3;3;4;1;5;Sociedade;0;0;0;;;0;;0;1, em um evento local;2;2;;2;2;0;1;;
Mestrado em andamento;2020;Quimica em Rede Nacional PROFQUI;4;5;4;5;5;4;5;5;5;5;5;5;4;5;5;5;5;4;5;5;5;5;5;1;5;Sociedade, Empresas, Outros Pesquisadores, Principalmente alunos de niveis medio e superior.;1 - Capes;0;1;1;0;1;1;1, em um evento nacional;Pretendo apresentar;4;3;;4;4;0;1;Apos a conclusao do Mestrado, meu sonho e dar sequencia ao Doutorado, quisera eu um dia atingir esta meta.;
Mestrado em andamento;2020;Quimica em Rede Nacional PROFQUI;5;5;5;0;0;0;5;5;5;5;5;5;4;4;4;4;0;4;4;4;3;3;5;1;5;Sociedade, Outros Pesquisadores;0;0;1;0;0;1;1;0;0;3;0;1;2;4;0;1;;
Mestrado em andamento;2020;Quimica em Rede Nacional PROFQUI;5;4;0;4;0;4;5;5;5;5;5;5;5;5;5;5;0;1;1;5;5;5;5;1;5;Sociedade, Outros Pesquisadores, Agencias Governamentais;1 - Capes;0;1;1;0;0;;1, em um evento nacional;1, em um evento nacional;5;5;;4;5;0;2;e uma rede nacional na modalidade profissional de ensino que tem como foco proporcionar formacao continuada, qualificada e atualizada em Quimica.;A equipe e 
Mestrado em andamento;2020;Quimica em Rede Nacional PROFQUI;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;1;5;Sociedade;1 - Capes;0;1;0;0;1;1;0;0;5;3;;3;3;0;1;;
Mestrado em andamento;2018;Quimica em Rede Nacional PROFQUI;5;5;4;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;4;3;3;5;1;5;Escolas;1 - Capes;0;0;;;1;1;1, em um evento regional;1, em um evento regional;3;0;0;;;0;2;;
Mestrado em andamento;2018;Quimica em Rede Nacional PROFQUI;5;5;5;5;5;5;5;5;5;5;5;5;4;5;5;5;5;3;3;5;5;5;5;1;5;Sociedade, Empresas, Agencias Governamentais;1 - Capes;0;1;1;1;1;1;1, em um evento local;1, em um evento local;5;3;;2;3;0;2;Espero que as escolas utilize o projeto com reducao de gastos ;
Mestrado em andamento;2018;Quimica em Rede Nacional PROFQUI;4;4;4;4;4;3;5;5;5;5;4;4;4;4;4;4;4;4;4;5;4;5;4;1;4;Sociedade, Outros Pesquisadores;1 - Capes;0;1;0;0;1;0;0;1, em um evento nacional;3;0;0;;;0;0;Para os objetivos a que se propoe, o programa esta muito bem organizado. ;Sem comentarios a fazer.
Mestrado em andamento;2018;Quimica em Rede Nacional PROFQUI;4;4;3;5;4;4;5;4;4;3;3;4;4;4;4;4;4;3;3;4;3;3;4;1;4;Sociedade, Outros Pesquisadores, Escola ;1 - Capes;0;1;0;0;1;0;0;1, em um evento local;4;3;;3;3;0;1;Recomendo!;
Mestrado em andamento;2020;Quimica em Rede Nacional PROFQUI;5;5;5;5;0;0;5;5;5;5;5;5;5;5;5;5;5;3;3;4;2;3;3;1;4;Sociedade, Professores e estudantes de ensino medio;1 - Capes;0;1;0;0;1;1;0 apresentei, pretendo apresentar.;0 apresentei, pretendo apresentar.;2;1;;1;3;0;2;;
Mestrado em andamento;2020;Quimica em Rede Nacional PROFQUI;5;5;0;0;0;0;5;5;5;0;4;5;5;4;0;0;0;4;4;4;2;1;5;1;5;Sociedade, Outros Pesquisadores;0;0;1;1;0;1;1;0;Ainda 0 apresentei, mas pretendo;3;3;;1;3;0;0;;
Mestrado em andamento;2020;Quimica em Rede Nacional PROFQUI;3;3;3;3;3;3;4;4;4;4;3;3;3;3;3;3;3;3;3;3;3;3;3;0;;Alunos e Professores de Quimica da Educacao Basica.;1 - CNPq;0;0;;;1;0;0;0;3;1;;1;1;0;0;;
Mestrado em andamento;2020;Quimica em Rede Nacional PROFQUI;5;5;5;0;0;0;5;5;5;5;5;5;5;5;4;4;4;5;5;5;4;4;5;1;5;Sociedade, Empresas;0;0;1;1;0;1;0;0;1, em um evento nacional;3;4;;4;4;0;3;;
Doutorado em andamento;2020;Solos e Nutricao de Plantas;5;5;4;5;5;0;5;4;5;5;0;4;4;4;4;4;4;4;4;4;3;5;3;1;4;Sociedade;1 - CNPq;0;1;0;0;1;1;0;1, em um evento nacional;4;4;;4;5;0;4;;
Mestrado em andamento;2020;Solos e Nutricao de Plantas;5;5;5;4;4;4;5;5;5;3;4;4;5;4;4;4;4;4;4;5;4;5;5;1;5;Sociedade, Outros Pesquisadores, Agencias Governamentais;1 - CNPq;0;1;0;0;1;0;1, em um evento local;1, em um evento internacional;5;4;;4;4;0;3;;
Doutorado em andamento;2021;Solos e Nutricao de Plantas;4;4;4;4;3;4;4;5;5;5;4;5;4;3;3;3;3;4;2;4;3;3;4;1;4;Sociedade, Empresas;0;0;1;1;0;1;0;0;1, em um evento nacional;4;3;;3;3;0;3;nada a acrescentar;nada a acrescentar
Mestrado em andamento;2020;Solos e Nutricao de Plantas;4;3;3;5;3;2;5;2;2;4;2;2;5;2;2;1;1;1;1;4;3;5;5;0;;Sociedade, Empresas, Outros Pesquisadores, Agencias Governamentais;1 - Empresa privada;1, junto a empresas interessadas nos resultados da pesquisa;1;0;0;1;0;0;0;5;2;;1;1;1;3;"O principal problema e a falta de instrucao pro mestrando! Temos que resolver tudo sozinho pois os orientadores 1plesmente desaparecem e reaparecem faltando dias pra estouro dos prazos. Temos que pesquisar tudo sozinho sem indicacao! 
Se eles pudessem nos dar algum respaldo, alguma orientacao melhor, com certeza o programa seria o maior e melhor do Brasil! Porem, peca, e MUITO, nesse quesito!";
Mestrado em andamento;2020;Solos e Nutricao de Plantas;5;5;0;5;0;0;5;5;5;5;5;5;5;4;4;4;4;5;3;5;4;5;5;1;5;Sociedade, Outros Pesquisadores, Agencias Governamentais;1 - Capes;0;1;0;0;1;0;1, em um evento regional;1, em um evento internacional;5;4;;3;5;0;2;;
Doutorado em andamento;2021;Solos e Nutricao de Plantas;2;2;3;1;1;1;3;4;1;2;1;1;4;4;4;3;3;4;4;4;5;5;4;0;;Empresas;Ainda 0 sei sobre a bolsa;0;0;;;0;;0;1, em um evento nacional;1;2;;1;1;0;4;O programa 0 tem regimento interno e suas solucoes sao baseadas no achismo dos professores sobre o problema, visando producao a qualquer custo humano. ;Apatica e fechada. 
Doutorado em andamento;2019;Solos e Nutricao de Plantas;5;5;5;5;5;5;4;5;5;5;5;4;5;5;5;5;4;4;3;5;5;5;5;1;5;Sociedade, Empresas, Outros Pesquisadores, Agencias Governamentais;1 - Capes;1, junto a outras instituicoes de apoio a pesquisa (federais ou estaduais);1;1;0;1;1;1, em um evento local;1, em um evento internacional;5;4;;4;4;1;3;;
Mestrado em andamento;2019;Solos e Nutricao de Plantas;5;5;5;5;4;5;5;5;5;5;5;5;5;5;5;4;4;5;5;5;5;5;5;1;5;Sociedade, Empresas, Outros Pesquisadores;1 - Capes;0;1;1;1;1;1;0;0;5;4;;3;4;0;2;;
Doutorado em andamento;2017;Solos e Nutricao de Plantas;5;5;5;5;5;4;4;4;3;3;3;4;5;5;4;5;3;3;1;4;3;4;4;1;5;Sociedade, Outros Pesquisadores;1 - CNPq;0;0;;;0;;0;1, em um evento local;4;3;;1;3;0;0;;
Mestrado em andamento;2019;Solos e Nutricao de Plantas;4;4;4;4;4;0;5;4;5;5;0;0;4;3;0;3;3;3;3;3;3;4;3;0;;Empresas, Outros Pesquisadores;1 - Capes;0;1;1;0;0;;0;1, em um evento nacional;3;3;;2;3;0;3;A disciplina Pesquisa (SOL 799) precisa ser melhor estruturada. A disciplina 0 tem um programa definido, principalmente para os dois primeiros semestres, de modo que cada orientador procede de maneira diferente com seus orientados. Em alguns casos, estes acabam ficando prejudicados.;A Pro-Reitoria deveria estabelecer uma norma, obrigando orientadores e coorientadores a responder os emails de seus orientados!
Doutorado em andamento;2020;Solos e Nutricao de Plantas;2;2;2;3;2;2;3;3;3;3;2;1;3;3;3;3;2;5;5;5;5;5;5;0;;Sociedade, Outros Pesquisadores, Agencias Governamentais;1 - CNPq;0;0;;;0;;1, em um evento internacional;1, em um evento internacional;5;4;;5;3;0;4;;
Doutorado em andamento;2018;Solos e Nutricao de Plantas;5;4;5;5;5;3;5;5;4;5;4;5;5;4;4;4;4;5;4;5;5;5;5;1;5;Sociedade, Empresas, Outros Pesquisadores;1 - Capes;0;0;;;0;;Pretendo apresentar, atualmente trabalho em uma possivel patente;Pretendo apresentar, trabalho atualmente com uma possivel patente;5;2;;5;5;0;2;;
Doutorado em andamento;2019;Solos e Nutricao de Plantas;5;5;5;4;4;4;5;5;5;5;5;5;5;5;5;5;5;5;4;5;5;5;5;1;5;Sociedade, Empresas, Outros Pesquisadores, Agencias Governamentais;1 - Capes;0;1;1;0;1;1;1, em um evento nacional;1, em um evento internacional;5;4;;4;4;0;3;Como todo e qualquer programa tem suas dificuldades, meu programa tambem tem, no entanto, o considero excelente, pois, as inúmeras oportunidades as quais temos sao maravilhosas e com professores comprometidos, profissionais de excelencia e tecnicos muito prestativos, presentes em nossa caminhada. ;Vem desenvolvendo um trabalho de excelencia como sempre. 
